"","taxa","family","genus","lme","rank","survey","source","type.length","level_inferred","b","a"
"1285","Spicara maena","Sparidae","Spicara",25,"Species","PT-IBTS","fb","TL","spe-FAO",3.03833333651225,0.0105733335949481
"1286","Callionymus lyra","Callionymidae","Callionymus",25,"Species","PT-IBTS","fb","TL","spe-FAO",2.496333360672,0.0454444447532296
"1287","Serranus cabrilla","Serranidae","Serranus",25,"Species","PT-IBTS","fb","TL","spe-FAO",2.80222499370575,0.0259249993832782
"1288","Pagellus bogaraveo","Sparidae","Pagellus",25,"Species","PT-IBTS","fb","TL","spe-FAO",3.09019999504089,0.0117179997265339
"1289","Phycis blennoides","Phycidae","Phycis",25,"Species","PT-IBTS","fb","TL","spe-FAO",3.22157141140529,0.00510999989429755
"1290","Dicologlossa cuneata","Soleidae","Dicologlossa",25,"Species","PT-IBTS","fb","TL","spe-FAO",3.04183332125346,0.00726836667551349
"1291","Gadiculus argenteus","Gadidae","Gadiculus",25,"Species","PT-IBTS","fb","TL","spe-FAO",3.32133332888285,0.00417666664967934
"1292","Etmopterus spinax","Etmopteridae","Etmopterus",25,"Species","PT-IBTS","fb","TL","spe-FAO",3.13499999046326,0.00282333333355685
"1293","Galeus melastomus","Pentanchidae","Galeus",25,"Species","PT-IBTS","fb","TL","spe-FAO",3.09900002479553,0.00199199996422976
"1294","Mola mola","Molidae","Mola",25,"Species","PT-IBTS","fb","TL","spe-FAO",3.02499997615814,0.0516999997198582
"1295","Scorpaena","Scorpaenidae","Scorpaena",25,"Genus","PT-IBTS","fb","TL","gen-FAO",3.0488000313441,0.0175566668040119
"1296","Lophius piscatorius","Lophiidae","Lophius",25,"Species","PT-IBTS","fb","TL","spe-FAO",2.92016661167145,0.0226983334093044
"1297","Argentina","Argentinidae","Argentina",25,"Genus","PT-IBTS","fb","TL","gen-FAO",3.18159999847412,0.00375999992247671
"1298","Chelidonichthys obscurus","Triglidae","Chelidonichthys",25,"Species","PT-IBTS","fb","TL","spe-FAO",3.19085717201233,0.00551000001308109
"1299","Atherina presbyter","Atherinidae","Atherina",25,"Species","PT-IBTS","fb","TL","spe-FAO",3.02499997615814,0.00664999987930059
"1300","Arnoglossus rueppelii","Bothidae","Arnoglossus",25,"Species","PT-IBTS","fb","TL","spe-Ocean",3.03799998760223,0.00535000005038455
"1301","Raja clavata","Rajidae","Raja",25,"Species","PT-IBTS","fb","TL","spe-FAO",3.22740001678467,0.00259400003124028
"1302","Raja miraletus","Rajidae","Raja",25,"Species","PT-IBTS","fb","TL","spe-FAO",3.14299996693929,0.00296333331304292
"1303","Sarpa salpa","Sparidae","Sarpa",25,"Species","PT-IBTS","fb","TL","spe-FAO",2.98400001525879,0.0174919996410608
"1304","Callanthias ruber","Callanthiidae","Callanthias",25,"Species","PT-IBTS","fb","TL","gen-Ocean",3.35999989509583,0.00414999993517995
"1305","Arnoglossus imperialis","Bothidae","Arnoglossus",25,"Species","PT-IBTS","fb","TL","spe-FAO",3.16799998283386,0.00523749989224598
"1306","Chimaera monstrosa","Chimaeridae","Chimaera",25,"Species","PT-IBTS","fb","TL","spe-FAO",3.27049994468689,0.00387000006594462
"1307","Raja montagui","Rajidae","Raja",25,"Species","PT-IBTS","fb","TL","spe-FAO",3.27050006389618,0.00235500000417233
"1308","Raja undulata","Rajidae","Raja",25,"Species","PT-IBTS","fb","TL","spe-FAO",3.06799999872843,0.00551333340505759
"1309","Chaunax pictus","Chaunacidae","Chaunax",25,"Species","PT-IBTS","fb","TL","gen-Ocean",2.86099994182587,0.0328350001946092
"1310","Trachurus mediterraneus","Carangidae","Trachurus",25,"Species","PT-IBTS","fb","TL","spe-FAO",2.78233337402344,0.0169333331286907
"1311","Mullus barbatus barbatus","Mullidae","Mullus",25,"Subspecies","PT-IBTS","fb","TL","spe-FAO",3.01774996519089,0.00870750010653865
"1312","Diplodus bellottii","Sparidae","Diplodus",25,"Species","PT-IBTS","fb","TL","spe-FAO",3.23300004005432,0.00917600011453032
"1313","Pagrus auriga","Sparidae","Pagrus",25,"Species","PT-IBTS","fb","TL","spe-Ocean",3,0.0190519746392965
"1314","Sphoeroides pachygaster","Tetraodontidae","Sphoeroides",25,"Species","PT-IBTS","fb","TL","spe-Ocean",2.86450004577637,0.0392000004649162
"1315","Trisopterus minutus","Gadidae","Trisopterus",25,"Species","PT-IBTS","fb","TL","spe-FAO",3.06124997138977,0.00767500011716038
"1316","Symphurus nigrescens","Cynoglossidae","Symphurus",25,"Species","PT-IBTS","fb","TL","spe-FAO",2.98300004005432,0.00769999995827675
"1317","Chelidonichthys lucerna","Triglidae","Chelidonichthys",25,"Species","PT-IBTS","fb","TL","spe-FAO",2.99620001316071,0.0101169999223202
"1318","Scophthalmus maximus","Scophthalmidae","Scophthalmus",25,"Species","PT-IBTS","fb","TL","spe-FAO",3.02788893381755,0.016391111123893
"1319","Diplodus annularis","Sparidae","Diplodus",25,"Species","PT-IBTS","fb","TL","spe-FAO",3.1595818346197,0.0118254545906728
"1320","Maurolicus muelleri","Sternoptychidae","Maurolicus",25,"Species","PT-IBTS","fb","TL","spe-Ocean",3.96099996566772,0.00164000003132969
"1321","Phycis phycis","Phycidae","Phycis",25,"Species","PT-IBTS","fb","TL","spe-FAO",2.99599997202555,0.0164633328095078
"1322","Echiichthys vipera","Trachinidae","Echiichthys",25,"Species","PT-IBTS","fb","TL","spe-FAO",3.04999995231628,0.010499999858439
"1323","Engraulis encrasicolus","Engraulidae","Engraulis",25,"Species","PT-IBTS","fb","TL","spe-FAO",3.19062858309065,0.00410428573710046
"1324","Lepidotrigla dieuzeidei","Triglidae","Lepidotrigla",25,"Species","PT-IBTS","fb","TL","spe-FAO",3.12349998950958,0.0082999998703599
"1325","Lepidotrigla cavillone","Triglidae","Lepidotrigla",25,"Species","PT-IBTS","fb","TL","spe-FAO",3.1476666132609,0.00819999988501271
"1326","Sparus aurata","Sparidae","Sparus",25,"Species","PT-IBTS","fb","TL","spe-FAO",3.01379997389657,0.0299771432099598
"1327","Myctophidae","Myctophidae",NA,25,"Family","PT-IBTS","fb","TL","fam-FAO",2.98000001907349,0.00510000018402934
"1328","Galeus atlanticus","Pentanchidae","Galeus",25,"Species","PT-IBTS","fb","TL","spe-FAO",3.0699999332428,0.00230000005103648
"1329","Trigla lyra","Triglidae","Trigla",25,"Species","PT-IBTS","fb","TL","spe-FAO",3.06400001049042,0.0110200000926852
"1330","Uranoscopus scaber","Uranoscopidae","Uranoscopus",25,"Species","PT-IBTS","fb","TL","spe-FAO",2.92949998378754,0.023250000551343
"1331","Scophthalmus rhombus","Scophthalmidae","Scophthalmus",25,"Species","PT-IBTS","fb","TL","spe-FAO",3.01591670513153,0.0153250001603737
"1332","Bathysolea profundicola","Soleidae","Bathysolea",25,"Species","PT-IBTS","fb","TL","fam-FAO",3.08244706602658,0.00902630000457387
"1333","Coelorinchus caelorhincus","Macrouridae","Coelorinchus",25,"Species","PT-IBTS","fb","TL","spe-FAO",3.06449997425079,0.0648449987638742
"1334","Chlorophthalmus agassizi","Chlorophthalmidae","Chlorophthalmus",25,"Species","PT-IBTS","fb","TL","spe-FAO",3.09449994564056,0.00553000008221716
"1335","Hoplostethus mediterraneus mediterraneus","Trachichthyidae","Hoplostethus",25,"Subspecies","PT-IBTS","fb","TL","gen-FAO",3.17100006341934,0.00909749988932163
"1336","Pagellus bellottii","Sparidae","Pagellus",25,"Species","PT-IBTS","fb","TL","spe-Ocean",2.98000001907349,0.0146775001194328
"1337","Pollachius pollachius","Gadidae","Pollachius",25,"Species","PT-IBTS","fb","TL","spe-FAO",3.10833334922791,0.00595333334058523
"1338","Melanogrammus aeglefinus","Gadidae","Melanogrammus",60,"Species","ROCKALL","fb","TL","spe-Ocean",3.1416086839593,0.00596956520989213
"1339","Argentina","Argentinidae","Argentina",60,"Genus","ROCKALL","fb","TL","gen-FAO",3.18159999847412,0.00375999992247671
"1340","Hippoglossoides platessoides","Pleuronectidae","Hippoglossoides",60,"Species","ROCKALL","fb","TL","spe-FAO",3.2039999961853,0.00439999997615814
"1341","Eutrigla gurnardus","Triglidae","Eutrigla",60,"Species","ROCKALL","fb","TL","spe-FAO",3.22724997997284,0.00480000005336478
"1342","Microstomus kitt","Pleuronectidae","Microstomus",60,"Species","ROCKALL","fb","TL","spe-FAO",3.04499995708466,0.0087500000372529
"1343","Lophius piscatorius","Lophiidae","Lophius",60,"Species","ROCKALL","fb","TL","spe-FAO",2.92016661167145,0.0226983334093044
"1344","Pollachius virens","Gadidae","Pollachius",60,"Species","ROCKALL","fb","TL","spe-Ocean",3.04306878149509,0.00844562509155367
"1345","Maurolicus muelleri","Sternoptychidae","Maurolicus",60,"Species","ROCKALL","fb","TL","spe-Ocean",3.96099996566772,0.00164000003132969
"1346","Lepidorhombus whiffiagonis","Scophthalmidae","Lepidorhombus",60,"Species","ROCKALL","fb","TL","spe-FAO",3.13676247000694,0.00423124991357327
"1347","Micromesistius poutassou","Gadidae","Micromesistius",60,"Species","ROCKALL","fb","TL","spe-FAO",3.31183330217997,0.00267333331673096
"1348","Microchirus variegatus","Soleidae","Microchirus",60,"Species","ROCKALL","fb","TL","spe-FAO",3.12799996137619,0.00996749993646517
"1349","Sebastes viviparus","Sebastidae","Sebastes",60,"Species","ROCKALL","fb","TL","spe-FAO",3.13700008392334,0.0115000000223517
"1350","Gadiculus argenteus","Gadidae","Gadiculus",60,"Species","ROCKALL","fb","TL","spe-FAO",3.32133332888285,0.00417666664967934
"1351","Helicolenus dactylopterus","Sebastidae","Helicolenus",60,"Species","ROCKALL","fb","TL","spe-FAO",3.10075002908707,0.0112000000663102
"1352","Brosme brosme","Lotidae","Brosme",60,"Species","ROCKALL","fb","TL","spe-Ocean",2.92197995185852,0.0273172088898718
"1353","Phycis blennoides","Phycidae","Phycis",60,"Species","ROCKALL","fb","TL","spe-FAO",3.22157141140529,0.00510999989429755
"1354","Callionymus","Callionymidae","Callionymus",60,"Genus","ROCKALL","fb","TL","gen-FAO",2.57807144096919,0.0336242858320475
"1355","Arnoglossus laterna","Bothidae","Arnoglossus",60,"Species","ROCKALL","fb","TL","spe-FAO",3.22574996948242,0.00526499998522922
"1356","Molva molva","Lotidae","Molva",60,"Species","ROCKALL","fb","TL","spe-FAO",3.43600010871887,0.00100000004749745
"1357","Glyptocephalus cynoglossus","Pleuronectidae","Glyptocephalus",60,"Species","ROCKALL","fb","TL","spe-FAO",3.23500001430511,0.00275000010151416
"1358","Anarhichas lupus","Anarhichadidae","Anarhichas",60,"Species","ROCKALL","fb","TL","spe-FAO",3.15966669718424,0.00510000018402934
"1359","Dipturus","Rajidae","Dipturus",60,"Genus","ROCKALL","fb","TL","gen-FAO",3.53900003433228,0.00047999998787418
"1360","Argyropelecus olfersii","Sternoptychidae","Argyropelecus",60,"Species","ROCKALL","fb","TL","spe-Ocean",3,0.0187928676605225
"1361","Raja clavata","Rajidae","Raja",60,"Species","ROCKALL","fb","TL","spe-FAO",3.22740001678467,0.00259400003124028
"1362","Squalus acanthias","Squalidae","Squalus",60,"Species","ROCKALL","fb","TL","spe-Ocean",3.05726924309364,0.00471846156198388
"1363","Callionymus lyra","Callionymidae","Callionymus",60,"Species","ROCKALL","fb","TL","spe-FAO",2.496333360672,0.0454444447532296
"1364","Ammodytes marinus","Ammodytidae","Ammodytes",60,"Species","ROCKALL","fb","TL","spe-Ocean",3.43950009346008,0.00100000004749745
"1365","Scomber scombrus","Scombridae","Scomber",60,"Species","ROCKALL","fb","TL","spe-FAO",3.14799996784755,0.00553000004895564
"1366","Gadus morhua","Gadidae","Gadus",60,"Species","ROCKALL","fb","TL","spe-FAO",3.08440003395081,0.007181999925524
"1367","Buglossidium luteum","Soleidae","Buglossidium",60,"Species","ROCKALL","fb","TL","spe-FAO",3.37000000476837,0.00498999992851168
"1368","Trisopterus minutus","Gadidae","Trisopterus",60,"Species","ROCKALL","fb","TL","spe-FAO",3.06124997138977,0.00767500011716038
"1369","Leucoraja fullonica","Rajidae","Leucoraja",60,"Species","ROCKALL","fb","TL","gen-FAO",3.31100002924601,0.00191666667039196
"1370","Trachurus trachurus","Carangidae","Trachurus",60,"Species","ROCKALL","fb","TL","spe-FAO",2.98509090596979,0.0101099999367513
"1371","Echiodon drummondii","Carapidae","Echiodon",60,"Species","ROCKALL","fb","TL","spe-Ocean",3,0.000592592579778284
"1372","Pomatoschistus","Gobiidae","Pomatoschistus",60,"Genus","ROCKALL","fb","TL","gen-FAO",3.15666675567627,0.00755333326136072
"1373","Entelurus aequoreus","Syngnathidae","Entelurus",60,"Species","ROCKALL","fb","TL","spe-FAO",3,0.00022000000171829
"1374","Arnoglossus imperialis","Bothidae","Arnoglossus",60,"Species","ROCKALL","fb","TL","spe-FAO",3.16799998283386,0.00523749989224598
"1375","Hippoglossus hippoglossus","Pleuronectidae","Hippoglossus",60,"Species","ROCKALL","fb","TL","spe-FAO",3.1010000705719,0.020299999974668
"1376","Triglops murrayi","Cottidae","Triglops",60,"Species","ROCKALL","fb","TL","spe-Ocean",3,0.00880332756787539
"1377","Phrynorhombus norvegicus","Scophthalmidae","Phrynorhombus",60,"Species","ROCKALL","fb","TL","spe-FAO",2.90499997138977,0.016100000590086
"1378","Syngnathidae","Syngnathidae",NA,60,"Family","ROCKALL","fb","TL","fam-FAO",3.02854544466192,0.00167169091252039
"1379","Merlangius merlangus","Gadidae","Merlangius",60,"Species","ROCKALL","fb","TL","spe-FAO",3.06236000061035,0.0077439998742193
"1380","Clupea harengus","Clupeidae","Clupea",60,"Species","ROCKALL","fb","TL","spe-FAO",3.05705001025364,0.00702177587061607
"1381","Capros aper","Caproidae","Capros",60,"Species","ROCKALL","fb","TL","spe-FAO",2.81924992799759,0.0299174997489899
"1382","Gaidropsarus macrophthalmus","Lotidae","Gaidropsarus",60,"Species","ROCKALL","fb","TL","spe-FAO",2.95000004768372,0.00633999984711409
"1383","Gymnammodytes semisquamatus","Ammodytidae","Gymnammodytes",60,"Species","ROCKALL","fb","TL","gen-Ocean",3.30699992179871,0.00120000005699694
"1384","Schedophilus medusophagus","Centrolophidae","Schedophilus",60,"Species","ROCKALL","fb","TL","spe-Ocean",3,0.0123215625062585
"1385","Brama brama","Bramidae","Brama",60,"Species","ROCKALL","fb","TL","spe-FAO",3.18499994277954,0.00510999979451299
"1386","Leucoraja circularis","Rajidae","Leucoraja",60,"Species","ROCKALL","fb","TL","spe-Ocean",3.07999992370605,0.00389999989420176
"1387","Limanda limanda","Pleuronectidae","Limanda",60,"Species","ROCKALL","fb","TL","spe-FAO",3.10099997520447,0.00776200005784631
"1388","Leucoraja naevus","Rajidae","Leucoraja",60,"Species","ROCKALL","fb","TL","spe-FAO",3.31100002924601,0.00191666667039196
"1389","Chirolophis ascanii","Stichaeidae","Chirolophis",60,"Species","ROCKALL","fb","TL","gen-Ocean",3.42300009727478,0.00240000011399388
"1390","Conger conger","Congridae","Conger",60,"Species","ROCKALL","fb","TL","spe-FAO",3.23628572055272,0.000925571441517345
"1391","Gobiidae","Gobiidae",NA,60,"Family","ROCKALL","fb","TL","fam-FAO",3.33234616426321,0.00517657690551669
"1392","Chelidonichthys cuculus","Triglidae","Chelidonichthys",60,"Species","ROCKALL","fb","TL","spe-FAO",3.10316665967306,0.00822500015298525
"1393","Scophthalmus maximus","Scophthalmidae","Scophthalmus",60,"Species","ROCKALL","fb","TL","spe-FAO",3.02788893381755,0.016391111123893
"1394","Ammodytidae","Ammodytidae",NA,60,"Family","ROCKALL","fb","TL","fam-FAO",2.55999994277954,0.00980000011622906
"1395","Merluccius merluccius","Merlucciidae","Merluccius",60,"Species","ROCKALL","fb","TL","spe-FAO",3.06889998912811,0.00578580009751022
"1396","Phycidae","Phycidae",NA,60,"Family","ROCKALL","fb","TL","fam-FAO",3.15389997959137,0.00851599976886064
"1397","Trachipterus arcticus","Trachipteridae","Trachipterus",60,"Species","ROCKALL","fb","TL","spe-FAO",3,0.00182999996468425
"1398","Chauliodus sloani","Stomiidae","Chauliodus",60,"Species","ROCKALL","fb","TL","spe-FAO",3.1800000667572,0.000899999984540045
"1399","Chimaera monstrosa","Chimaeridae","Chimaera",60,"Species","ROCKALL","fb","TL","spe-FAO",3.27049994468689,0.00387000006594462
"1400","Galeus melastomus","Pentanchidae","Galeus",60,"Species","ROCKALL","fb","TL","spe-FAO",3.09900002479553,0.00199199996422976
"1401","Etmopterus spinax","Etmopteridae","Etmopterus",60,"Species","ROCKALL","fb","TL","spe-FAO",3.13499999046326,0.00282333333355685
"1402","Lepidorhombus boscii","Scophthalmidae","Lepidorhombus",60,"Species","ROCKALL","fb","TL","spe-FAO",3.07236251235008,0.0113375000655651
"1403","Molva dypterygia","Lotidae","Molva",60,"Species","ROCKALL","fb","TL","spe-Ocean",3.1489999294281,0.00190999999176711
"1404","Malacocephalus laevis","Macrouridae","Malacocephalus",60,"Species","ROCKALL","fb","TL","spe-FAO",2.97150003910065,0.341374990704935
"1405","Coelorinchus caelorhincus","Macrouridae","Coelorinchus",60,"Species","ROCKALL","fb","TL","spe-FAO",3.06449997425079,0.0648449987638742
"1406","Dipturus oxyrinchus","Rajidae","Dipturus",60,"Species","ROCKALL","fb","TL","spe-FAO",3.53900003433228,0.00047999998787418
"1407","Myctophidae","Myctophidae",NA,60,"Family","ROCKALL","fb","TL","fam-FAO",2.98000001907349,0.00510000018402934
"1408","Lophius budegassa","Lophiidae","Lophius",60,"Species","ROCKALL","fb","TL","spe-FAO",2.91574996709824,0.0365024999482557
"1409","Parablennius gattorugine","Blenniidae","Parablennius",60,"Species","ROCKALL","fb","TL","spe-FAO",3,0.0115000000223517
"1410","Mora moro","Moridae","Mora",60,"Species","ROCKALL","fb","TL","spe-FAO",3.36999988555908,0.00240000011399388
"1411","Trigla lyra","Triglidae","Trigla",60,"Species","ROCKALL","fb","TL","spe-FAO",3.06400001049042,0.0110200000926852
"1412","Dipturus nidarosiensis","Rajidae","Dipturus",60,"Species","ROCKALL","fb","TL","gen-FAO",3.53900003433228,0.00047999998787418
"1413","Gaidropsarus vulgaris","Lotidae","Gaidropsarus",60,"Species","ROCKALL","fb","TL","spe-FAO",3.18050003051758,0.00650500017218292
"1414","Agonus cataphractus","Agonidae","Agonus",60,"Species","ROCKALL","fb","TL","spe-Ocean",2.7404500246048,0.0150000001303852
"1415","Melanogrammus aeglefinus","Gadidae","Melanogrammus",24,"Species","SWC-IBTS","fb","TL","spe-Ocean",3.1416086839593,0.00596956520989213
"1416","Argentina","Argentinidae","Argentina",24,"Genus","SWC-IBTS","fb","TL","gen-FAO",3.18159999847412,0.00375999992247671
"1417","Limanda limanda","Pleuronectidae","Limanda",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.10099997520447,0.00776200005784631
"1418","Eutrigla gurnardus","Triglidae","Eutrigla",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.22724997997284,0.00480000005336478
"1419","Scyliorhinus canicula","Scyliorhinidae","Scyliorhinus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.17112505435944,0.00186124999163439
"1420","Clupea harengus","Clupeidae","Clupea",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.05705001025364,0.00702177587061607
"1421","Scomber scombrus","Scombridae","Scomber",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.14799996784755,0.00553000004895564
"1422","Chelidonichthys cuculus","Triglidae","Chelidonichthys",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.10316665967306,0.00822500015298525
"1423","Trisopterus minutus","Gadidae","Trisopterus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.06124997138977,0.00767500011716038
"1424","Trisopterus esmarkii","Gadidae","Trisopterus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3,0.00680000009015203
"1425","Merlangius merlangus","Gadidae","Merlangius",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.06236000061035,0.0077439998742193
"1426","Callionymus lyra","Callionymidae","Callionymus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",2.496333360672,0.0454444447532296
"1427","Gadus morhua","Gadidae","Gadus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.08440003395081,0.007181999925524
"1428","Trachurus trachurus","Carangidae","Trachurus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",2.98509090596979,0.0101099999367513
"1429","Lophius piscatorius","Lophiidae","Lophius",24,"Species","SWC-IBTS","fb","TL","spe-FAO",2.92016661167145,0.0226983334093044
"1430","Pleuronectes platessa","Pleuronectidae","Pleuronectes",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.12099993228912,0.00778000010177493
"1431","Microstomus kitt","Pleuronectidae","Microstomus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.04499995708466,0.0087500000372529
"1432","Leucoraja naevus","Rajidae","Leucoraja",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.31100002924601,0.00191666667039196
"1433","Buglossidium luteum","Soleidae","Buglossidium",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.37000000476837,0.00498999992851168
"1434","Amblyraja radiata","Rajidae","Amblyraja",24,"Species","SWC-IBTS","fb","TL","spe-FAO",2.19000005722046,0.157000005245209
"1435","Hippoglossoides platessoides","Pleuronectidae","Hippoglossoides",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.2039999961853,0.00439999997615814
"1436","Raja montagui","Rajidae","Raja",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.27050006389618,0.00235500000417233
"1437","Trisopterus esmarkii","Gadidae","Trisopterus",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3,0.00680000009015203
"1438","Melanogrammus aeglefinus","Gadidae","Melanogrammus",22,"Species","SWC-IBTS","fb","TL","spe-Ocean",3.1416086839593,0.00596956520989213
"1439","Eutrigla gurnardus","Triglidae","Eutrigla",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.22724997997284,0.00480000005336478
"1440","Limanda limanda","Pleuronectidae","Limanda",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.10099997520447,0.00776200005784631
"1441","Squalus acanthias","Squalidae","Squalus",22,"Species","SWC-IBTS","fb","TL","spe-Ocean",3.05726924309364,0.00471846156198388
"1442","Lepidorhombus whiffiagonis","Scophthalmidae","Lepidorhombus",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.13676247000694,0.00423124991357327
"1443","Sprattus sprattus","Clupeidae","Sprattus",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.11000001430511,0.00523500004783273
"1444","Merlangius merlangus","Gadidae","Merlangius",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.06236000061035,0.0077439998742193
"1445","Hippoglossoides platessoides","Pleuronectidae","Hippoglossoides",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.2039999961853,0.00439999997615814
"1446","Trisopterus minutus","Gadidae","Trisopterus",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.06124997138977,0.00767500011716038
"1447","Gadus morhua","Gadidae","Gadus",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.08440003395081,0.007181999925524
"1448","Amblyraja radiata","Rajidae","Amblyraja",22,"Species","SWC-IBTS","fb","TL","spe-FAO",2.19000005722046,0.157000005245209
"1449","Leucoraja naevus","Rajidae","Leucoraja",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.31100002924601,0.00191666667039196
"1450","Scyliorhinus canicula","Scyliorhinidae","Scyliorhinus",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.17112505435944,0.00186124999163439
"1451","Clupea harengus","Clupeidae","Clupea",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.05705001025364,0.00702177587061607
"1452","Molva molva","Lotidae","Molva",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.43600010871887,0.00100000004749745
"1453","Zeus faber","Zeidae","Zeus",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.02000001498631,0.016679999950741
"1454","Pleuronectes platessa","Pleuronectidae","Pleuronectes",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.12099993228912,0.00778000010177493
"1455","Trachurus trachurus","Carangidae","Trachurus",22,"Species","SWC-IBTS","fb","TL","spe-FAO",2.98509090596979,0.0101099999367513
"1456","Microstomus kitt","Pleuronectidae","Microstomus",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.04499995708466,0.0087500000372529
"1457","Argentina","Argentinidae","Argentina",22,"Genus","SWC-IBTS","fb","TL","gen-FAO",3.18159999847412,0.00375999992247671
"1458","Chelidonichthys cuculus","Triglidae","Chelidonichthys",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.10316665967306,0.00822500015298525
"1459","Helicolenus dactylopterus","Sebastidae","Helicolenus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.10075002908707,0.0112000000663102
"1460","Molva molva","Lotidae","Molva",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.43600010871887,0.00100000004749745
"1461","Lepidorhombus whiffiagonis","Scophthalmidae","Lepidorhombus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.13676247000694,0.00423124991357327
"1462","Squalus acanthias","Squalidae","Squalus",24,"Species","SWC-IBTS","fb","TL","spe-Ocean",3.05726924309364,0.00471846156198388
"1463","Galeus melastomus","Pentanchidae","Galeus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.09900002479553,0.00199199996422976
"1464","Micromesistius poutassou","Gadidae","Micromesistius",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.31183330217997,0.00267333331673096
"1465","Merluccius merluccius","Merlucciidae","Merluccius",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.06889998912811,0.00578580009751022
"1466","Glyptocephalus cynoglossus","Pleuronectidae","Glyptocephalus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.23500001430511,0.00275000010151416
"1467","Sprattus sprattus","Clupeidae","Sprattus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.11000001430511,0.00523500004783273
"1468","Pollachius virens","Gadidae","Pollachius",24,"Species","SWC-IBTS","fb","TL","spe-Ocean",3.04306878149509,0.00844562509155367
"1469","Gobiidae","Gobiidae",NA,24,"Family","SWC-IBTS","fb","TL","fam-FAO",3.33234616426321,0.00517657690551669
"1470","Gadiculus argenteus","Gadidae","Gadiculus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.32133332888285,0.00417666664967934
"1471","Conger conger","Congridae","Conger",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.23628572055272,0.000925571441517345
"1472","Raja brachyura","Rajidae","Raja",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.18250000476837,0.00351499998942018
"1473","Lumpenus lampretaeformis","Stichaeidae","Lumpenus",24,"Species","SWC-IBTS","fb","TL","spe-Ocean",2.26884996891022,0.011350000044331
"1474","Phycis blennoides","Phycidae","Phycis",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.22157141140529,0.00510999989429755
"1475","Raja clavata","Rajidae","Raja",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.22740001678467,0.00259400003124028
"1476","Agonus cataphractus","Agonidae","Agonus",24,"Species","SWC-IBTS","fb","TL","spe-Ocean",2.7404500246048,0.0150000001303852
"1477","Galeorhinus galeus","Triakidae","Galeorhinus",24,"Species","SWC-IBTS","fb","TL","spe-Ocean",2.97075710977827,0.00801428572906713
"1478","Gaidropsarus vulgaris","Lotidae","Gaidropsarus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.18050003051758,0.00650500017218292
"1479","Malacocephalus laevis","Macrouridae","Malacocephalus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",2.97150003910065,0.341374990704935
"1480","Zeus faber","Zeidae","Zeus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.02000001498631,0.016679999950741
